16/09 08:49:33:293 Command Logs started
16/09 08:49:33:436 Starting process session
16/09 08:49:33:679 Total 0 instances are started
16/09 08:49:33:680 Total 1 instances are added
16/09 09:07:20:424 Command Logs started
16/09 09:07:20:825 Starting process session
16/09 09:07:21:194 Total 0 instances are started
16/09 09:07:21:194 Total 1 instances are added
16/09 09:07:21:371 Total 0 instances are started
16/09 09:07:21:372 Total 1 instances are added
16/09 09:07:22:269 Total 0 instances are started
16/09 09:07:22:270 Total 1 instances are added
16/09 09:07:32:277 0 records were writen to database.
16/09 09:07:42:280 0 records were writen to database.
16/09 09:07:52:287 0 records were writen to database.
16/09 09:08:02:295 0 records were writen to database.
16/09 09:08:12:298 0 records were writen to database.
16/09 09:08:22:302 0 records were writen to database.
16/09 09:08:32:312 0 records were writen to database.
16/09 09:08:42:322 0 records were writen to database.
16/09 09:08:52:328 0 records were writen to database.
16/09 09:09:02:332 0 records were writen to database.
16/09 09:09:12:343 0 records were writen to database.
16/09 09:09:22:354 0 records were writen to database.
16/09 09:09:32:362 0 records were writen to database.
16/09 09:09:42:369 0 records were writen to database.
16/09 09:09:52:374 0 records were writen to database.
16/09 09:10:02:379 0 records were writen to database.
16/09 09:10:12:389 0 records were writen to database.
16/09 09:10:22:398 0 records were writen to database.
16/09 09:10:47:938 Command Logs started
16/09 09:10:47:992 Starting process session
16/09 09:10:49:399 Total 0 instances are started
16/09 09:10:49:399 Total 1 instances are added
16/09 09:10:59:401 0 records were writen to database.
16/09 09:11:09:411 0 records were writen to database.
16/09 09:11:19:419 0 records were writen to database.
16/09 09:11:29:424 0 records were writen to database.
16/09 09:11:39:434 0 records were writen to database.
16/09 09:11:49:444 0 records were writen to database.
16/09 09:11:59:449 0 records were writen to database.
16/09 09:12:09:458 0 records were writen to database.
16/09 09:12:19:467 0 records were writen to database.
16/09 09:12:29:477 0 records were writen to database.
16/09 09:12:39:482 0 records were writen to database.
16/09 09:12:49:490 0 records were writen to database.
16/09 09:12:59:500 0 records were writen to database.
16/09 09:13:09:510 0 records were writen to database.
16/09 09:13:19:512 0 records were writen to database.
16/09 09:13:29:523 0 records were writen to database.
16/09 09:13:39:534 0 records were writen to database.
16/09 09:13:49:538 0 records were writen to database.
16/09 09:13:59:542 0 records were writen to database.
16/09 09:14:09:548 0 records were writen to database.
16/09 09:14:19:550 0 records were writen to database.
16/09 09:14:29:561 0 records were writen to database.
16/09 09:14:39:569 0 records were writen to database.
16/09 09:14:49:571 0 records were writen to database.
16/09 09:14:59:582 0 records were writen to database.
16/09 09:15:09:584 0 records were writen to database.
16/09 09:15:19:588 0 records were writen to database.
16/09 09:15:29:592 0 records were writen to database.
16/09 09:15:39:599 0 records were writen to database.
16/09 09:15:49:605 0 records were writen to database.
16/09 09:15:59:616 0 records were writen to database.
16/09 09:16:09:619 0 records were writen to database.
16/09 09:16:19:628 0 records were writen to database.
16/09 09:16:29:630 0 records were writen to database.
16/09 09:16:39:632 0 records were writen to database.
16/09 09:16:49:635 0 records were writen to database.
16/09 09:16:59:638 0 records were writen to database.
16/09 09:17:09:644 0 records were writen to database.
16/09 09:17:19:646 0 records were writen to database.
16/09 09:17:29:651 0 records were writen to database.
16/09 09:17:39:656 0 records were writen to database.
16/09 09:17:49:662 0 records were writen to database.
16/09 09:17:59:670 0 records were writen to database.
16/09 09:18:09:673 0 records were writen to database.
16/09 09:18:19:675 0 records were writen to database.
16/09 09:18:29:680 0 records were writen to database.
16/09 09:18:39:682 0 records were writen to database.
16/09 09:18:49:688 0 records were writen to database.
16/09 09:18:59:696 0 records were writen to database.
16/09 09:19:09:698 0 records were writen to database.
16/09 09:19:19:705 0 records were writen to database.
16/09 09:19:29:711 0 records were writen to database.
16/09 09:19:39:717 0 records were writen to database.
16/09 09:19:49:719 0 records were writen to database.
16/09 09:19:59:724 0 records were writen to database.
16/09 09:20:09:734 0 records were writen to database.
16/09 09:20:19:744 0 records were writen to database.
16/09 09:20:29:748 0 records were writen to database.
16/09 09:20:39:755 0 records were writen to database.
16/09 09:20:49:762 0 records were writen to database.
16/09 09:20:59:767 0 records were writen to database.
16/09 09:21:09:774 0 records were writen to database.
16/09 09:21:19:778 0 records were writen to database.
16/09 09:21:29:782 0 records were writen to database.
16/09 09:21:39:784 0 records were writen to database.
16/09 09:21:49:795 0 records were writen to database.
16/09 09:21:59:806 0 records were writen to database.
16/09 09:22:09:812 0 records were writen to database.
16/09 09:22:19:816 0 records were writen to database.
16/09 09:22:29:827 0 records were writen to database.
16/09 09:22:39:833 0 records were writen to database.
16/09 09:22:49:837 0 records were writen to database.
16/09 09:22:59:846 0 records were writen to database.
16/09 09:23:09:850 0 records were writen to database.
16/09 09:23:19:860 0 records were writen to database.
16/09 09:23:29:864 0 records were writen to database.
16/09 09:23:39:869 0 records were writen to database.
16/09 09:23:49:879 0 records were writen to database.
16/09 09:23:59:881 0 records were writen to database.
16/09 09:24:09:889 0 records were writen to database.
16/09 09:24:19:899 0 records were writen to database.
16/09 09:24:29:906 0 records were writen to database.
16/09 09:24:39:915 0 records were writen to database.
16/09 09:24:49:917 0 records were writen to database.
16/09 09:24:59:920 0 records were writen to database.
16/09 09:25:09:930 0 records were writen to database.
16/09 09:25:58:577 Command Logs started
16/09 09:25:58:635 Starting process session
16/09 09:25:58:741 Total 0 instances are started
16/09 09:25:58:742 Total 1 instances are added
16/09 09:26:42:702 java.sql.SQLException: An SQLException was provoked by the following failure: java.lang.InterruptedException
16/09 09:26:42:921 java.sql.SQLException: An SQLException was provoked by the following failure: java.lang.InterruptedException
16/09 09:26:43:631 0 records were writen to database.
16/09 09:26:53:636 0 records were writen to database.
16/09 09:27:03:637 0 records were writen to database.
16/09 09:27:13:644 0 records were writen to database.
16/09 09:27:23:645 0 records were writen to database.
16/09 09:27:33:655 0 records were writen to database.
16/09 09:27:43:663 0 records were writen to database.
16/09 09:27:53:670 0 records were writen to database.
16/09 09:28:03:679 0 records were writen to database.
16/09 09:28:13:690 0 records were writen to database.
16/09 09:28:23:700 0 records were writen to database.
16/09 09:28:33:704 0 records were writen to database.
16/09 09:28:43:711 0 records were writen to database.
16/09 09:28:53:720 0 records were writen to database.
16/09 09:29:03:726 0 records were writen to database.
16/09 09:29:13:734 0 records were writen to database.
16/09 09:29:23:738 0 records were writen to database.
16/09 09:29:33:741 0 records were writen to database.
16/09 09:29:43:745 0 records were writen to database.
16/09 09:29:53:750 0 records were writen to database.
16/09 09:30:03:759 0 records were writen to database.
16/09 09:30:13:768 0 records were writen to database.
16/09 09:30:23:773 0 records were writen to database.
16/09 09:30:33:780 0 records were writen to database.
16/09 09:30:43:788 0 records were writen to database.
16/09 09:30:53:798 0 records were writen to database.
16/09 09:31:03:807 0 records were writen to database.
16/09 09:31:13:817 0 records were writen to database.
16/09 09:31:23:828 0 records were writen to database.
16/09 09:31:33:838 0 records were writen to database.
16/09 09:31:43:842 0 records were writen to database.
16/09 09:31:53:849 0 records were writen to database.
16/09 09:32:03:853 0 records were writen to database.
16/09 09:32:13:855 0 records were writen to database.
16/09 09:32:23:866 0 records were writen to database.
16/09 09:32:33:873 0 records were writen to database.
16/09 09:32:43:883 0 records were writen to database.
16/09 09:32:53:885 0 records were writen to database.
16/09 09:33:03:896 0 records were writen to database.
16/09 09:33:13:901 0 records were writen to database.
16/09 09:33:23:906 0 records were writen to database.
16/09 09:33:33:915 0 records were writen to database.
16/09 09:33:43:926 0 records were writen to database.
16/09 09:33:53:929 0 records were writen to database.
16/09 09:34:03:935 0 records were writen to database.
16/09 09:34:13:942 0 records were writen to database.
16/09 09:34:23:943 0 records were writen to database.
16/09 09:34:33:952 0 records were writen to database.
16/09 09:34:43:954 0 records were writen to database.
16/09 09:34:53:963 0 records were writen to database.
16/09 09:35:03:971 0 records were writen to database.
16/09 09:35:13:982 0 records were writen to database.
16/09 09:35:23:990 0 records were writen to database.
16/09 09:35:34:001 0 records were writen to database.
16/09 09:35:44:008 0 records were writen to database.
16/09 09:35:54:017 0 records were writen to database.
16/09 09:36:04:027 0 records were writen to database.
16/09 09:36:14:033 0 records were writen to database.
16/09 09:36:24:037 0 records were writen to database.
16/09 09:36:34:045 0 records were writen to database.
16/09 09:36:44:049 0 records were writen to database.
16/09 09:36:54:059 0 records were writen to database.
16/09 09:37:14:089 Command Logs started
16/09 09:37:14:526 Starting process session
16/09 09:37:14:640 Total 0 instances are started
16/09 09:37:14:643 Total 1 instances are added
16/09 09:37:24:644 0 records were writen to database.
16/09 09:37:34:654 0 records were writen to database.
16/09 09:37:44:662 0 records were writen to database.
16/09 09:37:54:668 0 records were writen to database.
16/09 09:38:04:676 0 records were writen to database.
16/09 09:38:14:682 0 records were writen to database.
16/09 09:38:43:451 Command Logs started
16/09 09:38:43:931 Starting process session
16/09 09:38:44:070 Total 0 instances are started
16/09 09:38:44:072 Total 1 instances are added
16/09 09:38:54:073 0 records were writen to database.
16/09 09:39:04:081 0 records were writen to database.
16/09 09:39:14:088 0 records were writen to database.
16/09 09:39:24:090 0 records were writen to database.
16/09 09:39:34:095 0 records were writen to database.
16/09 09:39:44:102 0 records were writen to database.
16/09 09:39:59:445 Command Logs started
16/09 09:39:59:558 Starting process session
16/09 09:39:59:821 Total 0 instances are started
16/09 09:39:59:821 Total 1 instances are added
16/09 09:39:59:939 Total 0 instances are started
16/09 09:39:59:944 Total 1 instances are added
16/09 09:40:01:393 Total 0 instances are started
16/09 09:40:01:394 Total 1 instances are added
16/09 09:40:11:401 0 records were writen to database.
16/09 09:40:21:407 0 records were writen to database.
16/09 09:40:31:418 0 records were writen to database.
16/09 09:40:41:429 0 records were writen to database.
16/09 09:40:51:435 0 records were writen to database.
16/09 09:41:01:439 0 records were writen to database.
16/09 09:41:11:450 0 records were writen to database.
16/09 09:41:21:459 0 records were writen to database.
16/09 09:41:31:463 0 records were writen to database.
16/09 09:41:41:471 0 records were writen to database.
16/09 09:41:51:480 0 records were writen to database.
16/09 09:42:01:490 0 records were writen to database.
16/09 09:42:11:491 0 records were writen to database.
16/09 09:42:21:504 0 records were writen to database.
16/09 09:42:31:509 0 records were writen to database.
16/09 09:42:41:515 0 records were writen to database.
16/09 09:42:51:521 0 records were writen to database.
16/09 09:43:01:526 0 records were writen to database.
16/09 09:43:11:536 0 records were writen to database.
16/09 09:43:21:540 0 records were writen to database.
16/09 09:43:31:548 0 records were writen to database.
16/09 09:43:41:556 0 records were writen to database.
16/09 09:43:51:560 0 records were writen to database.
16/09 09:44:01:571 0 records were writen to database.
16/09 09:44:11:580 0 records were writen to database.
16/09 09:44:21:588 0 records were writen to database.
16/09 09:44:31:595 0 records were writen to database.
16/09 09:44:41:604 0 records were writen to database.
16/09 09:44:51:615 0 records were writen to database.
16/09 09:45:01:622 0 records were writen to database.
16/09 09:45:11:628 0 records were writen to database.
16/09 09:45:21:637 0 records were writen to database.
16/09 09:45:31:645 0 records were writen to database.
16/09 09:45:41:647 0 records were writen to database.
16/09 09:45:51:649 0 records were writen to database.
16/09 09:46:01:655 0 records were writen to database.
16/09 09:46:11:666 0 records were writen to database.
16/09 09:46:21:668 0 records were writen to database.
16/09 09:46:31:670 0 records were writen to database.
16/09 09:46:41:676 0 records were writen to database.
16/09 09:46:51:683 0 records were writen to database.
16/09 09:47:01:690 0 records were writen to database.
16/09 09:47:11:693 0 records were writen to database.
16/09 09:47:21:696 0 records were writen to database.
16/09 09:47:31:700 0 records were writen to database.
16/09 09:47:41:704 0 records were writen to database.
16/09 09:47:51:709 0 records were writen to database.
16/09 09:48:01:719 0 records were writen to database.
16/09 09:48:11:727 0 records were writen to database.
16/09 09:48:21:729 0 records were writen to database.
16/09 09:48:31:738 0 records were writen to database.
16/09 09:48:41:744 0 records were writen to database.
16/09 09:48:51:750 0 records were writen to database.
16/09 09:49:01:752 0 records were writen to database.
16/09 09:49:11:763 0 records were writen to database.
16/09 09:49:21:767 0 records were writen to database.
16/09 09:49:31:773 0 records were writen to database.
16/09 09:49:41:776 0 records were writen to database.
16/09 09:49:51:787 0 records were writen to database.
16/09 09:50:01:792 0 records were writen to database.
16/09 09:51:21:849 Command Logs started
16/09 09:51:22:217 Starting process session
16/09 09:51:22:331 Total 0 instances are started
16/09 09:51:22:334 Total 1 instances are added
16/09 09:51:32:338 0 records were writen to database.
16/09 09:51:42:341 0 records were writen to database.
16/09 09:51:52:349 0 records were writen to database.
16/09 09:52:02:353 0 records were writen to database.
16/09 09:52:12:362 0 records were writen to database.
16/09 09:52:22:368 0 records were writen to database.
16/09 09:52:32:370 0 records were writen to database.
16/09 09:52:42:378 0 records were writen to database.
16/09 09:52:52:380 0 records were writen to database.
16/09 09:53:02:390 0 records were writen to database.
16/09 09:53:15:950 Command Logs started
16/09 09:53:16:148 Starting process session
16/09 09:53:16:837 Total 0 instances are started
16/09 09:53:16:840 Total 1 instances are added
16/09 09:53:26:856 0 records were writen to database.
16/09 09:53:36:865 0 records were writen to database.
16/09 09:53:46:871 0 records were writen to database.
16/09 09:53:56:877 0 records were writen to database.
16/09 09:54:06:879 0 records were writen to database.
16/09 09:54:16:882 0 records were writen to database.
16/09 09:54:26:891 0 records were writen to database.
16/09 09:54:36:893 0 records were writen to database.
16/09 09:54:46:900 0 records were writen to database.
16/09 09:54:56:907 0 records were writen to database.
16/09 09:55:06:918 0 records were writen to database.
16/09 09:55:16:923 0 records were writen to database.
16/09 09:55:26:934 0 records were writen to database.
16/09 09:55:36:940 0 records were writen to database.
16/09 09:55:46:951 0 records were writen to database.
16/09 09:55:56:961 0 records were writen to database.
16/09 09:56:06:969 0 records were writen to database.
16/09 09:56:16:971 0 records were writen to database.
16/09 09:56:26:976 0 records were writen to database.
16/09 09:56:36:983 0 records were writen to database.
16/09 09:56:46:991 0 records were writen to database.
16/09 09:56:56:995 0 records were writen to database.
16/09 09:57:07:003 0 records were writen to database.
16/09 09:57:17:007 0 records were writen to database.
16/09 09:57:27:014 0 records were writen to database.
16/09 09:57:37:015 0 records were writen to database.
16/09 09:57:47:018 0 records were writen to database.
16/09 09:57:57:029 0 records were writen to database.
16/09 09:58:07:038 0 records were writen to database.
16/09 09:58:17:042 0 records were writen to database.
16/09 09:58:27:047 0 records were writen to database.
16/09 09:58:37:051 0 records were writen to database.
16/09 09:58:47:061 0 records were writen to database.
16/09 09:58:57:067 0 records were writen to database.
16/09 09:59:07:073 0 records were writen to database.
16/09 09:59:17:077 0 records were writen to database.
16/09 09:59:27:086 0 records were writen to database.
16/09 09:59:37:089 0 records were writen to database.
16/09 09:59:47:098 0 records were writen to database.
16/09 09:59:57:107 0 records were writen to database.
16/09 10:00:07:117 0 records were writen to database.
16/09 10:00:17:120 0 records were writen to database.
16/09 10:00:27:128 0 records were writen to database.
16/09 10:00:37:135 0 records were writen to database.
16/09 10:00:47:145 0 records were writen to database.
16/09 10:00:57:148 0 records were writen to database.
16/09 10:01:07:151 0 records were writen to database.
16/09 10:01:17:160 0 records were writen to database.
16/09 10:01:27:162 0 records were writen to database.
16/09 10:01:37:173 0 records were writen to database.
16/09 10:01:47:179 0 records were writen to database.
16/09 10:01:57:184 0 records were writen to database.
16/09 10:02:07:187 0 records were writen to database.
16/09 10:02:17:195 0 records were writen to database.
16/09 10:02:27:197 0 records were writen to database.
16/09 10:02:37:199 0 records were writen to database.
16/09 10:02:47:207 0 records were writen to database.
16/09 10:02:57:217 0 records were writen to database.
16/09 10:03:07:222 0 records were writen to database.
16/09 10:03:32:453 Command Logs started
16/09 10:03:32:543 Starting process session
16/09 10:03:33:747 Total 0 instances are started
16/09 10:03:33:748 Total 1 instances are added
16/09 10:03:43:751 0 records were writen to database.
16/09 10:03:53:757 0 records were writen to database.
16/09 10:04:03:759 0 records were writen to database.
16/09 10:04:13:770 0 records were writen to database.
16/09 10:04:23:775 0 records were writen to database.
16/09 10:04:33:785 0 records were writen to database.
16/09 10:06:48:164 Command Logs started
16/09 10:06:48:436 Starting process session
16/09 10:06:49:606 Total 0 instances are started
16/09 10:06:49:615 Total 1 instances are added
16/09 10:06:59:620 0 records were writen to database.
16/09 10:07:09:624 0 records were writen to database.
16/09 10:07:19:632 0 records were writen to database.
16/09 10:07:29:641 0 records were writen to database.
16/09 10:07:39:644 0 records were writen to database.
16/09 10:07:49:651 0 records were writen to database.
16/09 10:07:59:660 0 records were writen to database.
16/09 10:08:09:671 0 records were writen to database.
16/09 10:08:19:676 0 records were writen to database.
16/09 10:08:29:683 0 records were writen to database.
16/09 10:08:39:685 0 records were writen to database.
16/09 10:08:49:688 0 records were writen to database.
16/09 10:08:59:692 0 records were writen to database.
16/09 10:09:09:699 0 records were writen to database.
16/09 10:09:19:704 0 records were writen to database.
16/09 10:09:29:709 0 records were writen to database.
16/09 10:09:39:714 0 records were writen to database.
16/09 10:09:49:717 0 records were writen to database.
16/09 10:09:59:725 0 records were writen to database.
16/09 10:10:09:729 0 records were writen to database.
16/09 10:10:19:735 0 records were writen to database.
16/09 10:10:29:740 0 records were writen to database.
16/09 10:10:39:744 0 records were writen to database.
16/09 10:10:49:754 0 records were writen to database.
16/09 10:10:59:757 0 records were writen to database.
16/09 10:11:09:766 0 records were writen to database.
16/09 10:11:19:772 0 records were writen to database.
16/09 10:11:29:781 0 records were writen to database.
16/09 10:11:39:790 0 records were writen to database.
16/09 10:11:49:799 0 records were writen to database.
16/09 10:11:59:810 0 records were writen to database.
16/09 10:12:09:816 0 records were writen to database.
16/09 10:12:19:823 0 records were writen to database.
16/09 10:12:29:825 0 records were writen to database.
16/09 10:12:39:828 0 records were writen to database.
16/09 10:12:49:831 0 records were writen to database.
16/09 10:12:59:834 0 records were writen to database.
16/09 10:13:09:844 0 records were writen to database.
16/09 10:13:19:853 0 records were writen to database.
16/09 10:13:29:861 0 records were writen to database.
16/09 10:13:39:862 0 records were writen to database.
16/09 10:13:49:865 0 records were writen to database.
16/09 10:13:59:876 0 records were writen to database.
16/09 10:14:09:882 0 records were writen to database.
16/09 10:14:19:888 0 records were writen to database.
16/09 10:14:29:890 0 records were writen to database.
16/09 10:14:39:895 0 records were writen to database.
16/09 10:14:49:902 0 records were writen to database.
16/09 10:14:59:907 0 records were writen to database.
16/09 10:15:09:918 0 records were writen to database.
16/09 10:15:19:925 0 records were writen to database.
16/09 10:15:29:936 0 records were writen to database.
16/09 10:15:39:942 0 records were writen to database.
16/09 10:15:49:950 0 records were writen to database.
16/09 10:15:59:955 0 records were writen to database.
16/09 10:16:09:960 0 records were writen to database.
16/09 10:16:19:967 0 records were writen to database.
16/09 10:16:29:977 0 records were writen to database.
16/09 10:16:39:987 0 records were writen to database.
16/09 10:16:49:993 0 records were writen to database.
16/09 10:16:59:998 0 records were writen to database.
16/09 10:17:10:009 0 records were writen to database.
16/09 10:17:20:015 0 records were writen to database.
16/09 10:17:30:024 0 records were writen to database.
16/09 10:17:46:690 Command Logs started
16/09 10:17:46:946 Starting process session
16/09 10:17:47:810 Total 0 instances are started
16/09 10:17:47:811 Total 1 instances are added
16/09 10:17:57:815 0 records were writen to database.
16/09 10:18:07:819 0 records were writen to database.
16/09 10:18:17:830 0 records were writen to database.
16/09 10:18:27:839 0 records were writen to database.
16/09 10:18:37:842 0 records were writen to database.
16/09 10:18:47:848 0 records were writen to database.
16/09 10:18:57:855 0 records were writen to database.
